text,label
"Boxy, short & wide! luv this brand but super disappointed with this design...",negative
"This dress is simply gorgeous. the slit is just right, the colors are great, and most of all the fabric is very comfy! i highly recommend!",positive
"Love this top. makes me look slimmer, comfortable as well",positive
"Last minute i needed a family-friendly top for a chilly night, so i tried on a couple of flowy sweaters at retailer and this was the keeper. while i found other styles a bit too boxy or bulky for my short torso, this has a nice a-line shape that gave me a slim profile while still being forgiving, plus the detail up top is feminine and i liked not having fabric piled up around my neck. i am usually a small but wanted this to fit like the model so i sized up to a medium and voila, i am a model. just",positive
I really liked this top when i saw it online. i went to the store to check the sizes. i am a small or a medium. i tried on the s and the xs. even the xs was huge. unfortunately the xxs is sold out. i don't understand the sizing on this at all. it's a shame because the top itself is very pretty. just be sure you try it on before purchasing.,negative
"I love this dress! it's so comfy and flowy. i wore to an event and got many compliments on the color and design of the dress. i'm 5'5"" and weigh 150.",positive
"This tee is so comfortable and stylish. you can easily dress it up. i love how the back covers your assets, and the sleeves are long enough for tall girls. a great buy on sale! i bought a small and bought 3 colors!",positive
"I ordered the white ""denim"" online and was very disappointed by how thin the material was. i had tried on the light blue denim in the store and it had a nice weight to it. the style is wonderful and the fit is very flattering, but too sheer for me to wear outside the house!",negative
"How cute was this little sweater and comfortable even in the south .... until i washed it! i followed the instructions on the label being careful not to wring it out. first of all, the smell was unbelievable! i washed it three days ago and it is still wet and damp and on top of that, it shrunk. even though i handwashed it, line dried it and pampered it to no end!",negative
"Coh emerson style jeans are the best fit and style. the ""pacifica"" color is a light blue and nice for spring and summer. i love the slim boyfriend. i have thighs and they fit like a skinny without being super tight. there is just enough stretch. no holes either. they are easy to dress up or down and have become my new favorites.",positive
"I saw this sweater online and had to try it. i went to my local retailer to try it on and i'm glad i did. i am usually a xs - s in tops and i thought this fit best in a medium. it's very chunky which is what i was looking for and so soft - not scratchy at all. it has wide bell sleeves, but that's very on trend right now. i am 5'4, 34b and it falls about an inch below the top of my jeans. it's not form fitting but so snugly. i plan on wearing it with dark denim skinnies, booties, and simple jewlery",positive
"This gorgeous dress is what retailer is all about. natural fibers like silk and rayon and cotton, unusual beautiful prints and colors, not your average day to day find. i bought this in my usual size l, and while i could use a bit more room in the top, it works either unbuttoned one button, which shows the beautiful turquoise slip that comes with it, or, i am going to stitch it down the front so the buttons won't open and the top won't gap at the bust. i am 5'5"" and the dress is a perfect l",positive
"I definitely like unique things, but the sleeves are way too much on this sweater.  it's a shame because it is so soft and comfortable, but overall i felt it looked somewhat silly on me.",negative
"Love this brand and i keep coming back. i don't have the most tone tush, but maaji always gives a cute little lift. i order a size up (usually a small so i order a medium).",positive
"This vest is super cute! i'm 5'5"" 120 and usually wear an xs at retailer, i have this in a small and it fits perfectly, fits snug when zipped, my usual xs would have definitely been too tight. would definitely recommend!",positive
"What a fun print to have on a dress, let alone a sweet off white lace confection like this one. i really love the design and all the nice high quality touches. because i am busty and there is no stretch, i sized up. my only wish was that the look of the skirt wasn't so innocent..the flounce looks a bit juvenile, especially at my age. i'll try to figure out how to flatten it , maybe wet the skirts like a regency lady ;) here are my stats since i purchased 12p: 5'3"" 145# 36dd.",positive
"This dress is so flattering, i had wanted to try it on for awhile. when it hit sale w/ additional % off i headed to my local store. the dress fits like a dream, so darn cute for summer, in cali we have a lot of summer left. this dress pairs perfectly with the gretta espadrilles. my usual size small was perfect. hurry and get this perfect dress before it sells out!",positive
"This jacket is just too small for me anyway and i am no way big. i am tall and athletic and this thing looked like it had shrunk in the wash. there are so many better fitting other types out there, this went back",negative
"Prior reviewer nailed it with the summary of this dress. it definitely needs heels. i'm 5'4"", 120#, 34d and this is a size 36. i usually wear a size s or 4 with most retailer stuff.",positive
This skirt is of the highest quality. the fabric and cut is that of a much higher priced item. the fabric at the seams matches!!! no one mentions any longer when fabric seams are mismatched as if that is nonconsequential. to me it means the difference between good and great. this skirt is great except for the sizing. as other reviewers have mentioned....it runs so small. i wear a size 6 skirt. could not zip the 6. ordered the 8 - it zips yet puckers and while it could work - i'd be exhausted fro,positive
"I'm so happy i decided to order this dress! i am 5'3"" 120 lbs and normally buy xs petite, but the comments said the dress is a little short so i went with a xs regular in navy. i am glad i did -- it hits me about 2-3 inches above the knee. the material is very soft and seems well constructed. a bit thicker than your average summer dress but i like that! very flattering overall, and for the price it's a great steal!",positive
"I tried in the usual xs but the arm holes were big, and the dress just looked too big for me. i am not sure bout ordering petite as it also may be too short. so i decided to leave this one behind. material is really soft though, and the cut flattering if it fits which is why i recommended. i do have a lot of grey dresses however. for reference i am 5'1.5"" and 115 lbs...",positive
"This is a pretty top- i like the bird pattern and the asymmetry of the design. it is nice that it is a natural fiber - linen - however, the linen is not super-soft against the skin. that is typical for linen, though with a snugger fitting item such as this tee, it may be more noticeable over time.",positive
This jacket is really pretty and unique. unfortunately the material around the waist area does not lay flat like it does in the picture. i'm 5 ft 6 in and a size 6. i ordered the medium. it fit well but the material around the waist area jutted out making me look really wide. disappointed to have to return this.,positive
I received so many compliments on this dress. i purchased my usual size 12 and it fit fine. i agree with some other reviewers that i could have probably gone a size down for a more snug fit.,positive
"I was surprised at how soft this is. it also has snaps under each arm for definition, and on front for closure. didn't know that, and love it. got yesterday in mail, wore out last night. highly recommend.",positive
"This sweater/tunic is lovely - soft, just enough structure in the top to not look like a sack, pretty color. i ordered the ""raspberry"" which is definitely more of a ""burnt orange-red"" to my eye. i understand what another reviewer was referring to regarding quality. the fabric just doesn't feel very substantial or strong. i have a feeling this might not last too long and it's a shame at this price point. i'd love to order another color but will definitely wait for sale. it's office appropriate an",positive
"Lovely jumpsuit. can be dressed up or down. i agree with the other reviewers that in my normal medium, the torso length is a bit short, making the garment pull. i sized up to a large, and with room in the hips and the correct torso length, the jumpsuit works. the bust is cut for a smaller gal. for reference, i am 5'7"", 36a, 155lb.",positive
"I love this jumpsuit! i'm 5'3, 122 lbs and the x-s was to big on me. i had to return and order the x-s in petite and the fit was perfect. you can wear it with heels or with slides. i wore it with a thick brown wide belt and some tan open toe shoes. i wore gold earrings and necklace. i got some many compliments and my girl friends asked where i had purchased it. and if. purse i told them retailer;)",positive
"This velvet maxi dress is what fall dreams are made of. it fits very true to size and is the perfect length, about to ankles. the material is soft and had so much subtle details in it... gorgeous! once the weather cools a bit it will also pair nicely with tall boots, and an undershirt. i plan on rocking this all fall and winter!",positive
"This dress is incredible! let me say that when it first arrived, i was terrified that i looked like a got tangled in my grandma's curtain. the print was really overwhelming for my living room. however, i went with my gut and wore this dress for our engagement photos out in the woods. not only was in incredibly flattering, it photographed better than i could have imagined. wouldn't recommend wearing this grocery shopping but this is a perfect for a special occasion!",positive
"Comfy sweatshirt with fun polka dot details. soft and not baggy. a little on the shorter side so i think i will layer a lace cami underneath and it will look even prettier. i'm 5'7"", 140 pounds with an athletic, hourglass shape, 32dd. i bought the ""2"" which equates to a medium since i wanted it a little looser being a sweatshirt (i'm normally an retailer small but i don't think that would have worked in this case as it would have been too fitted). great comfy weekend piece!",positive
"This worked for me, very elegant, cozy and comfortable.",positive
Great with leggings and skinny jeans! it's comfortable too!,positive
"The quality and fabric of this dress are lovely, but unfortunately i found it to be very unflattering and shapeless. it fit me like a sack, i ordered the m and i suppose i should've sized down, but even in the s i'm afraid this would be far too large. for reference, i am 5'7 and 135 lbs. i have a curvy build so this shape dress just wasn't right on me. i imagine it will look cute on more of a boyish figure. returned.",negative
"This is my second dress from this designer. it is very comfortable, stylish, and looks great with sandals/wedges. i would have given it 5 stars but the neckline was a little lower than i expected and the length was a little longer. i am still keeping it though and expect to wear it spring, summer, and fall.",positive
"This is a really nice fitting sweater knit skirt. the knit is soft and comfortable, heavy enough to smooth out some bumps but definitely shows your curves. i got medium and it's a little snug at the waist (i'm about 29-1/2"") but not so much to return it, and it fits the rest of me great. the only thing i wish was that they'd made the slip full length, it only goes about mid-thigh and sometimes when i get up the slip stays up while the skirt falls right, but not a big negative.",positive
"Love the fabric and design of this dress, very unique and comfortable. it is not lined, which explains the lower price when compared to other well fashioned dresses. i wore it successfully with stockings and no slip and it did not ride up or cling strangely. the fabric is stretchy and form fitting without feeling tight. the ribbons that define the detail around the waist were a bit snug but we're not uncomfortable. they define the waist very well. i am 5'7'',127lbs, athletic build and the 4 fit",positive
"So gorgeous! the details make this tank so special! the subtle sequin around the neckline are just enough to make this a dress-up or dress-down top. perfect with skinny jeans for an evening date night or a black cardigan for the office. the fabric is soft -- almost like a very light weight knit sweater, but so light that you can wear it for summer.",positive
The front of these is the leather looking material. the back is just a stretchy material. they are comfortable but they run very small. i consistently wear a 27 in this brand. i purchased that size but could barely get them up. definitely size up. i had to exchange. they are cute but i'm not sure they are worth full price. the quality is mediocre and i think you can buy faux leather pants for less at another store.,positive
"Ordered this dress online and wasn't sure about the criss-cross neckline feature but i love it! it's absolutely adorable and unbelievably comfortable. the fabric is very soft and lays nicely without feeling too ""baggy"" or frumpy. the embroidery is beautiful. i'm wearing it to a fall event in october and pairing it with my favorite cowboy boots, but it would also look great with flats, heels or booties. totally in love with this dress!",positive
"First off, let me say that i am 52 and don't often go for print jeans these days:) however, these are just so stinking fun and flattering that i couldn't say no. these look great cuffed for warmer temps, and rolled to full length will be fun to wear with fall sweaters. if you are looking for something fun and flattering, these are the ticket! i bought the grey version and feel that they will work with many pieces that i already have.",positive
"Material is heavier so maybe not for summer months, but fit & feel great. love that they fall beyond the knee where other leggings can fall just below the knees and be uncomfortable and restricting which makes no sense for ""active"" wear.",positive
"I ordered these in a xxs, a little nervous about them being too small, and i was very pleased with the fit. for reference, i'm 5'2, 98lbs. these are great for all seasons, the lining is warm, yet adds a pop of color when cuffed. the crowns on the birds are pretty nifty!",positive
"I ordered two pairs of the red cords, one my typical size, one a size smaller in case i found that the pants stretched out. they run true to size and have a nice fit with a high(er) rise waist. the color is beautiful. i did not find that the pants stretched out but they do seem to bunch somewhat which may come from the thickness of the material.",positive
"I couldn't resist the toucan print when i saw this online, and ordered in my normal size s (27/4 in pants, 34b bust, 5'7""). the fit is perfect - arm holes are an appropriate size (not huge like some dresses), semi-fitted and flattering, nice length for work, and the tie front is a nice detail to help define the waist. length is about the same as the model shot. i knocked off a star for quality since the fabric is not particularly breathable for summer and the zipper is a little tough in the wais",positive
"This is a lovely sweater--unique, nicely made, though i found that it ran large for me. i was between a size xs and small, and neither one seemed just right so i ended up returning it. the small had the right length in the arms and torso, but was too wide in the torso and shoulders, and the xs was too short. bummer! also found that every single ivory one had stains or spots on them in my local store, not sure why. if i had been able to settle on the right size i probably would've kept it!",positive
These pants fit great!! i ordered my normal medium and they fit perfectly. i was worried that they may look too much like pajamas and lot look right with my stomach but no issues there. i think i will get a lot of use out of these!,positive
I've received so many complements on this top. it's so comfortable and every time i wear it someone compliments the color. i ordered it in each color!,positive
"This is a really beautiful dress, the pictures don't capture it well enough. was looking for a comfortable shift dress that is versatile, this fit the bill. for reference, i am 5'3"" and weigh around 113 lbs, i got an xxs...and it was a bit baggy, but shift aren't supposed to be tight. also has some fun details! look forward to wearing this!",positive
"Saw this online and ran over to the store to try it on. so lovely! i thought i would want it in the cream color but the blue was so lovely in person. it's like a muted blue that makes it so versatile. the detail in the back is gorgeous and so flattering. the safety pin is such a unique touch. it's nice and warm, just not super soft, but not scratchy. i do think i will be extra careful with it because it seems like it could get caught on things easily.",positive
"Second to shopping for a swimsuit, i hate shopping for jeans. so difficult to find a pair that are both comfortable and stylish. the good news is that this pair is both. the length hits slightly below my ankle which is the perfect length for me (i'm 5'5). they are a slim fit with a slight bit of stretch. i ordered the size 27 which is my normal size and they fit perfectly. love the wash for a casual look. wish they also came in a darker wash for a dressier look. all in all, i am quite pleased. w",positive
"Despite other reviewers comments on size - i really wanted this one to work so i ordered it. i'm typically a size xs and d chest and instead i ordered a small. the body of the sit for well but the cups of the suit i'd said for more for a b. (if i lifted my arms i would literally come out of it) a final comment on this suit - it looked like there were these little sticky spots all over the suit like stickers had been removed. it was reticketed and it didn't really feel ""brand new"" when it arrived",negative
"Another really cute iop (i tried on the blue), but if you are short, you definitely ned a petite size. sofy fabric, and pretty pattern, like hte tie nexk. too bad they sold out in my size...",positive
"As everyone said, the fabric weighs and therefore the romper is flowing gracefully. and it is real soft. you can wear it without bra. it looks so flattering but still feels so comfortable. it is the reason that i placed an order online and it is also the first piece out of the package that i paired with excitement and went out full of contentment. the only thing is that i received mine with the place where the two bands meet with the back broken. i had to sew them all together. it almost felt li",positive
"Well, i wanted to love it and it was just too much. i think it is a bit wider and weirdly baggier than it should be. i also feel it should be fully lined. it was not. the exterior wool and pattern is very nice. maybe if it was lined, a smaller size would have worked better, but for the price, i needed more. i also would have liked some sort of option for tightening the waist a bit when zipped up. i realize this isn't in the picture, so no expectation, but upon trying it on and seeing its boxines",negative
"Every byron lars dress that i have is definitely beyond ordinary and this one is no exception. i love the petals that adorn the front.  my dress was back ordered for a couple of months but it was well worth the wait. i wore it recently and received compliments galore. if you're undecided about this one, go for it!!!  it's a winner.",positive
"Just received this dress today. i bought it for a vacation we are taking to mexico. i wanted a nice coverup.
this is beautiful. fits nicely without looking like a tent.
i would highly recommend. 
this is one size fits all.",positive
"The colors of this dress really caught my eye. i was hesitant to try it in the store because they only had a size 4 and i'm normally a size 6. when i tried it on i was pleasantly surprised that the dress fit around my hips. success! but like the other women that commented, there was something funky going on in the midriff area. the dress didn't accentuate my curves. the stylist was available at the store i was at, so she recommended that i belt it to add that extra ""umph"". the belt definitely di",positive
"This dress was my absolute favorite recent retailer purchase. the fit is so flattering. i think this dress runs true to size-i usually wear a size 6 in hd in paris, and that's what size i ordered. i expect i could have fit in a 4 but the 6 is comfortable. i am 5'4'' but i ordered the regular length and it hit just above the knee. i agree that it could use pockets but no need for lining. however-- i just laundered this dress for the first time-hand wash, lay flat to dry (as recommended) and this dr",negative
"I love this cardigan! its fit, however, really depends a lot on an individual's height and build. i am about 150 lbs. i have slim arms and am larger in the chest. my typical size in retailer clothing is m. having said that, i found that in this top a s fit best. it made a difference with how the pockets and lapels lay. the pants you wear may affect the look when you snap it closed. wearing leggings or slim pants (ex. pilcro cords) gave a much more flattering look to my backside. jeans...not so muc",positive
Love this t-shirt. i rarely pay full price but love this and it's already out of stock. fits perfect. i tend to be short waisted so the length is perfect.,positive
"I tried this on in the store in a regular medium and the size was fine, just the length. fortunately retailer will ship for free if you need a petite! i'm so excited to get this. i'm 5'1 and a bit busty, and the medium fit perfect. its very flattering and so comfortable! perfect for a hot summer day. or as the cute clerk in the store had it styled with a cropped jean jacket and a fun necklace. the styling idea's are endless. i'm waiting by the mailbox for it to arrive!",positive
"The colors in this cardigan are not what they look like on line. the top is navy and the lower arms are grey. the sweater overall has more punch than pictured. this is a cotton sweater and a great fall layering piece. it will look great with a tee shirt and jeans. it is a long sweater, but not too long as to swallow a smaller person up. i also really like that the front is not too flowy. i am looking forward to wearing this all fall.",positive
"Nice thin tank. back half is a jersey knit (different fabric than the front). good layering piece. at 5'4"" 140 lbs, the medium is a nice length, reaching my hip flexors in front ...although, i'm rather short waisted...",positive
I've bought similar blouses from retailer before that i didn't love as much as this. it's not boxy or wide on me. it's a great length and i find the 3/4 bell sleeves to be elegant. i bought the purple one on sale and went back for the red/cream. my only complaint would be that the stitching could be of better quality. the fabric is very nice -- love the print.,positive
"I love the concept of an airy, flowing sweater that has great detail. this item stole my heart online. however, i am fairly petite (5'3'') and it looked like it was drowning me. the neck line is decently wide and my small frame couldn't hold it up; it kept falling off my shoulders. i ended up returning. i think it would look and feel fantastic though if i were taller and had broad shoulders.",negative
"Other than the color (i got the rose color), which is great, i think my favorite part about this jacket is that the sleeves are actually long enough. i am 5'7"" and the sleeves come right to my wrists, if not just a tad longer onto my hands. it's also got some stretch to it so it doesn't make you feel to stiff as you wear it; you can move in it :) it's very comfortable and pretty.",positive
The picture doesn't do this justice. this top is amazing in person. i purchased my regular size 2. it is very versatile and the colors are perfect as well as cut and material. worth the money,positive
Very cute and comfortable! can be wear with tights and boots or into spring with flags! very flattering fit for someone with smaller upper body them bottom half!!,positive
There's are just what i was looking for! these are perfect in texture and thickness...not too thick but not too thin. super soft fleece on the inside. i both both the black and green...i will most likely but the grey soon enough.,positive
"I was not sure if they would be flattering with the waistband, but i love them. they feel wonderful, yet they are so light. perfect for warm weather. the print takes them from day to night.",positive
"I was a little hesitant to order this dress due to the cotton/polyester blend...not generally a fan of poly for summer. it is high quality though, very soft, lightweight and lays beautifully. it's not see through either, which seems like a rare find in clothing lately. the embroidery is very well done too, and i think it adds just the right touch of feminine, while not being overly ""precious"". it does run small by a whole size, which i've found to be typical of eva franco dresses. i am usually a",positive
"I love this shirt, in fact, i love all bordeaux tops from retailer. i followed the instructions to hand wash only and after it was wet and then lay flat to dry, it may fit a child. it is a belly top. i want to love this, but it shrunk so bad even with the hand wash only instructions.",negative
Loved these beach pants! i purchased the size medium in the coral. i loved the accents on the ties and the little pom pom details. i did get many compliments on them. the only thing i don't love about them is the material is very thin. i know they are beach pants but i personally would have liked slightly more weight to them. i wore them once with a pair of cropped leggings underneath and i thought it was a very cute way to wear them with some additional substance underneath.,positive
"I purchased this dress for a summer celebration. i am petite, but ordered the dress in a misses size (one size smaller) because i wanted it to hit right at the knee, rather than the shorter above-the-knee length pictured. i loved all about the dress - the fact that the colors are more vibrant than in the picture and that is has a beige slip.. i dressed it up with gold chandelier earrings and nude sandals and got compliments form almost everyone. i am planning to dress it down with espadrilles.",positive
"Bought this is the blue, which is actually a very grey-blue.  i love cotton sweaters and they are not easy to find.  this one has lovely colors and unusual design, but is a bit too full.  that said, i am keeping it for the cotton/linen factor, alone.",positive
"Thank goodness i packed this on a recent trip to adirondacks because it kept me warm in the cool mountain weather. i love gray so i was drawn to this open stitch sweater. it is a boxy bulky look but a great layering piece. most bulk is in front, so it can camouflage areas. i wore this over a gray and black flannel plaid shirt. perfect!",positive
Chic and comfortable even in 90 degree heat. so easy to wear.,positive
"Unlike the other two reviews , i found this dress horrid. i ordered a xs since i am between that and a s. it was just too much fabric for me. . i have a small frame, so it was just so overwhelming, the armholes were big and i felt like i had a bag on me. colors were nice and fabric was soft and light.. the belt made no sense as others have said. length was good. i tried it on as soon as i got it and couldn't take it off fast enough. i literally ran to the post office and back it goes. this is my",negative
"I am 5'7"", approx. 135 lbs, 27-28 in jeans, size 4 in dresses. purchased these in a size 8. i would suggest sizing up between one to two sizes. as a result, the upper thigh portion of the shorts do appear a little baggier - plus pleats - can be overwhelming in terms of material - but not so baggy that it would make it ""circus tent""-like. do not expect these to be fitted.definitely a fun pair of shorts. seems like it will go well with sandals, espadrilles, wedges. paired with either a front-tucke",positive
"The model must have this sweater pinned at the back. the sweater color is true and the material soft as anything, but the fit is ??!! at 5'9"" with a long torso and broad shoulders, the large was still shlumpy. didn't hang right at all, bunches oddly and is not the least bit flattering. my 5'7"" uber fit daughter had the same issue, and she usually makes everything that doesn't work for me look amazing. returned.",negative
"I love this blouse on the model online. however, i couldn't get it to lay right and the material was a little scratchy for me. did not like the glittery thread.",negative
"This is simply the most lovely, interesting, flattering sweater ever. i got the green which is a lovely minty color. couldn't be happier!",positive
"The suit is lovely, but it is very long in the torso and gaps at the leg. i was told that it runs small and to size up to a 10. i did, but i do not think the smaller one would have done better. the bust is fake and it turns out when untied. worst of all it emphasizes the tummy. all in all not a good look for me. i am not heavy but i do need tummy support. normally i wear an 8 and in garnet hill a 6. sorry but it went back. i really wanted to like it.",negative
"This tunic is amazing. i'm not usually one for turtlenecks but it's not too tight around the neck and very comfortable. i love the versatility, it can be worn with pants/leggings or a skirt,  you can layer it with a shirt or blouse underneath or throw a jacket over it.",positive
"I was so excited to purchase this dress; i love all shades of grey for winter clothing, i love knits, and i have loved other maeve dresses. however, i simply cannot fathom how poorly this is designed--it fits absolutely nothing like it appears to on the model, to the point that i wonder if i might have received a defective dress.

for reference, i am 5'5"", slender and small-boned but also curvy (hourglass). my bust is 36 c, hips about 37-38. i normally wear a small in maeve dresses. maybe it's j",negative
"Based on the other reviews, i ordered a l and xl even though i would normally order a m. the l fits like a slightly fitted m without being too tight; the xl, of course, is a little larger, but not like a typical xl, certainly not sloppy-looking or oversized. the material is soft and the dark blue is lovely. i will be keeping both sizes. i would most likely not have been happy with a m.",positive
"I like the cut and look of this shirt, and tried on the xs (fits 115 lbs, 30ss chest), but i find that the t-shirts lately are kind of thin and see through... the shirt is fun, and the color is adorable, but had to pass as i could see my bra too clearly for my liking.",positive
"I'm a sucker for plaid. i tried another plaid shirtdress from retailer, and it looked like a housecoat on me. this is lovely - a bit fitted, but very relaxed and casual. i'll be able to dress it up for casual days at work. it's got enough lovely details to be stylish. i think the waist looks a bit simple, so a belt helps dress it up. the sleeves finish with a button, so it looks polished, or they can be rolled up. i love it with booties!",positive
"What a fun dress to wear. it feels great, and looks great. i feel good when i wear it. if i was a kid i would wear it everyday, ha ha.",positive
"This sweater/coat is great. it super comfortable. it's perfect for my california winters! it could be layered for colder areas. this piece definitely runs large- like really large. i went with an xs instead of my usual small or medium. it is meant to be boxy, and still is but sizing down allowed for it to be more flattering. i'd definitely say go in store and try it on, you'll love it!",positive
This would have been cute if it was more fitted. i am 5'7 and 125 lbs and the small was too wide. i didn't try the xs because the small was almost too short in the sleeves and so was the length.,negative
"I love this dress! the fabric and overall design are beautiful. however, the dress fit runs small, at least for me. i ordered a size 10 based on the reviews. i have another byron lars dress in a size 8 that fits well. i kept the dress because it is so pretty.",positive
"Got this in the white and it fits perfectly. just the right length and enough detail on the shoulders. i'm 5'6"" and 120 (usually an xxs or xs for tops) and the xs fits just right, not too loose not too tight. i like the style since it emphasizes my shoulders and balances nicely with cropped jeans (i'm pear shaped). material is slightly clingy but it adds to the drape nicely (wouldn't work well if it was fitted, but it's not).",positive
"I love this tunic, super flattering + long enough (if your no super tall like me) to wear with leggings! it does run a little big, i like tops a little looser on me so i didn't mind that. i ordered a small- if your typically a small and prefer more fitted tops i would suggest sizing down. 

i bought the blue tunic first (the pictures don't do the textile design justice!) i loved it so much i went back online and purchased this tunic in black!!!

thanks retailer for being awesome!",positive
"All the colors are beautiful, the white is a true white. i got the gray one. it runs large, so i would recommend sizing down, unless you plan on layering using thicker fabrics underneath.",positive
I purchased this dress for my graduation. the colors are much more intense and bright then they appear online. i'm kind of concerned that i look like a carnival tent. i like the style but the fabric feels cheap for the cost of the dress. the fabric is 100% synthetic.the fit is great. the dress is true to size,negative
"I... love... this dress. the fit is incredibly flattering (and i'm currently carrying more weight than my normal size). i selected a 6, which is about a size larger than normal, and it was a perfect fit. i tried on a larger size for measure, and the 6 provided a (perfect) fit and flare. i've worn the dress on three occasions, already, and each time friends remarked on their admiration for the dress, itself and flattering style for me, i have no issues, at all, with the cut, and to me, the bias a",positive
I love how it fits very flattering! the quality of the cotton part of this top is a little less in quality of that fabric than i expected. but i love this top and i foresee wearing it all year round!,positive
I love this tee! i bought the teal in store. rich colors. little details are perfect. the loose got was very flattering on me. i'm not busty at all and it hung so well. wore it to brunch and the flight home later!,positive
"When i first put this dress on, i immediately thought...oh no, i can't pull this off. at least, not without a cow to milk. but this dress is so comfortable. the material feels divine and the quality really is excellent for the price. the pattern of the panel on the bodice creates a slimming effect so it is also very flattering if you can get the waist to hit right. (i had to try on a few different bras to make this happen.) fits true to size. i got a size 2 - my usual size and i have gained a fe",positive
The only draw back are the slits on the side. they are too high and if you turn sideways at some angles you can see your cheeks. i will have them sewn up a bit because i love the dress and it is worth it.,positive
"For me, this top ran true to size. i'm so glad i ordered it in my normal size, because the spandex would have made the top way too clingy for me. i am normally a 8/medium on top and 12 bottom. i ordered this in a medium, and do not find it large at all. if you are going for a fitted look, sizing down may be best, but i didn't want it tight. on me, it's a little looser than what is shown on the model, but it still fits very nice, and not sloppy. i am not a fan of baggy tops. i have no issues with",positive
"This is my first pair of pilcro pants but defiantly not my last. i always have a hard time trying to decide between a regular length and a tall because at 5'10"" i usually fall somewhere in between. i ordered the regular length and couldn't b happier, they are just long enough to wear a shorter heal with or a pair of flats. the beige color is really nice and pairs nicely with the sky blue mock turtleneck sweater i also ordered from retailer. i love the retro 70's style too! i couldn't be happier wi",positive
"This was exactly the item i was looking for. simple, black, stylish.  unfortunately the fit is terrible and proportions completely off.  the upper arms, chest and hips were ridiculously tight and the whole look was uncomfortable and flattering.",negative
"I bought this in-store after seeing it online, and am in love with the shape! the cropped legs give it a style advantage in my opinion.  for reference i'm 5'6"" 120lbs and a bcup. i got the xs. 
the torso was too baggy and lost it's shape with a small.  
as one reviewer mentioned it seems to be meant to be worn with a shirt underneath. i've tried with longer sleeved tops and with tank tops and they both look great - especially white. 

it has a modern cut and is very versatile. i plan to wear",positive
"I got this when it went on sale (in navy and coral colors), awesome dress for any occasion! as far as complaints go about the straps, its meant to be low-cut! i really like the basket weave bodice although that does make it more difficult to zip up, but i found it was easier to just slip the dress on zipped up since the stretchy fabric gives quite a bit rather than deal with the zipper. i normally wear about a 0-2 in most retailer brands and have the dress in both sizes (didn't notice a big differ",positive
"I have a closet full of dresses and very few have the quality and attention to detail as this gorgeous dress!
often times when ordering online the dress that you actually receive will have a different fabric placement than the online photos.......and it can detract from the overall look.....but the one that i received is exactly as pictured. the gold details hit in all the right places.
the quality is shocking! looks like a $2000 dress.
true to size however, the chest/bust runs a little big.",positive
"The only thing i did not like about this jacket was that i could not find it in my size before it sold out! retailer, please bring back another iteration for spring!",positive
"If you like the way this dress looks pictured, you'll love it when it arrives. the patterns and colors are vibrant, the fabric is of high-quality, and the dress is lined with a black slip. for sizing, i""m a size 2 or 4 and the xs is a great fit. while i often order petites for dresses - this petite was short enough on me to be mistaken for a tunic. (i'm 5'3).",positive
I wanted to love this jacket. so soft and great color. unfortunately it is just too light weight. it is almost like shirt fabric. nice heft to the fabric though. nice length - accept the sleeves were short on me. i am 5'10 and 135lbs. the small was the right size. i was looking for something slightly warmer to layer.,negative
"This shirt is comfy, fits well, the color (pink or dusty rose) works well with most outfits, but the front hook is ill-placed and often visible. it could be tucked under better so as not to show, but it isn't and does show. i feel that i frequently need to fluff it up to hide the hook. otherwise, i like it, but i wouldn't have bought it unless it was on discount, which it was.",positive
"This is a comfortable skirt that can span seasons easily. while not the most exciting design, it is a good work skirt that can be paired with many tops.",positive
"I purchased the green online, in my usual medium. i do like it but i will be returning it for a few reasons. first, i couldn't justify the price as it's really not unique enough. it kind of reminds me of a pajama top. also, i thought it was 3/4 sleeve, which it is not, it's long sleeve. and lastly, it appears to be regular length on the model. i'm maybe 5'4 at best and it's shorter and boxy. i gave it 4 stars because i really like it for what it is, but just not what i expected. it is cute, spor",positive
"I love this cardigan, it is very soft, and unique (i am a sucker for polka dots). i tried on my usual size (xs) and it fit. i wish they did have it in petite, however. added this one to my wish list :-)

soft, versatile.",positive
"These pilcro's jeans are so good!!! love the fit, the color, and the feel. i am a curvy girl and these are great, they hit me just right. now pilcro jeans used to strech out really bad but they seemed to have fixed the problem.i wore these jeans at work for 10 hours and they did stretch some but not a dress size, so i would buy the size you feel the most comfortable. i think these are a no brainer!",positive
"I really love this dress, it hangs well and clings in all the right places. i ordered this online and the store that sent it had left the security tag in. i sent it back. the tag was taken out and the dress returned very quickly, and without cost to me.",positive
"I ordered the ivory in xl. when i received it, there was more material than i expected. but, after washing & air-drying, it shrunk a lot. it's pretty and comfortable. worth getting on sale.",positive
"I loved this sweater! it is a little thin, so i will probably wear a tank under it, but you could probably get away without one, i am normally either an xs or a small, and i got the xs in this sweater. the bottom is a little loose like in the models photo, but i really like it.",positive
Beautifully fitting. simple and flattering. i am an athletic size 8/10. the 10 fits well but the straps may have to be taken in a little.,positive
"Love the color pattern, tiny gold buttons, flattering fit, quality of fabric and make.  i got size 4 petite, which fits perfectly. my husband said they looked really good on me and were keepers! i'm 5'2"", 115#.  highly recommend .",positive
